10000002;10000002;38.34425;-0.486283;38.34425;-0.486283;1;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;0;0;0;0;0
10000002;70;38.34425;-0.486283;38.7027015;-0.4782221;1;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;70283;3104;0.978888888888889;70.283;41.47
10000002;71;38.34425;-0.486283;38.3426147;-0.508632;1;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;3365;790;0.336111111111111;3.365;10.08
10000002;72;38.34425;-0.486283;38.3399926;-0.4926396;1;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;1124;303;0.200833333333333;1.124;5.85
10000002;86;38.34425;-0.486283;38.2811434;-0.7054019;1;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;Partida Carrus, 1006, 03206, Alicante, Spain;25237;1454;0.520555555555555;25.237;19.62
10000002;92;38.34425;-0.486283;38.2381871;-1.4199821;1;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;110697;4359;1.3275;110.697;59.31
10000002;97;38.34425;-0.486283;39.0025916;-1.8659428;1;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;Calle Granada, 68, 02005 Albacete, Spain;172192;6375;1.8875;172.192;87.29
10000002;99;38.34425;-0.486283;38.5094087;-1.691513;1;Carrer Girona, 20, 03001 Alacant, Alicante, Spain;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;150991;5755;1.71527777777778;150.991;78.23
70;70;38.7027015;-0.4782221;38.7027015;-0.4782221;1;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;0;0;0;0;0
70;71;38.7027015;-0.4782221;38.3426147;-0.508632;1;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;62872;2901;0.9225;62.872;38.4
70;72;38.7027015;-0.4782221;38.3399926;-0.4926396;1;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;63938;2979;0.944166666666667;63.938;39.22
70;86;38.7027015;-0.4782221;38.2811434;-0.7054019;1;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;Partida Carrus, 1006, 03206, Alicante, Spain;72587;3083;0.973055555555555;72.587;41.76
70;92;38.7027015;-0.4782221;38.2381871;-1.4199821;1;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;158190;6011;1.78638888888889;158.19;81.66
70;97;38.7027015;-0.4782221;39.0025916;-1.8659428;1;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;Calle Granada, 68, 02005 Albacete, Spain;166446;6103;1.81194444444444;166.446;84.02
70;99;38.7027015;-0.4782221;38.5094087;-1.691513;1;Carrer Góngora, 11, 03803 Alcoi, Alicante, Spain;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;140511;6354;1.88166666666667;140.511;80.79
71;71;38.3426147;-0.508632;38.3426147;-0.508632;1;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;0;0;0;0;0
71;72;38.3426147;-0.508632;38.3399926;-0.4926396;1;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;2946;640;0.294444444444444;2.946;8.83
71;86;38.3426147;-0.508632;38.2811434;-0.7054019;1;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;Partida Carrus, 1006, 03206, Alicante, Spain;23255;1203;0.450833333333333;23.255;17.27
71;92;38.3426147;-0.508632;38.2381871;-1.4199821;1;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;108715;4108;1.25777777777778;108.715;56.96
71;97;38.3426147;-0.508632;39.0025916;-1.8659428;1;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;Calle Granada, 68, 02005 Albacete, Spain;170210;6124;1.81777777777778;170.21;84.94
71;99;38.3426147;-0.508632;38.5094087;-1.691513;1;Plaça de Florida-la Vinya, 4, 03007 Alacant, Alicante, Spain;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;149009;5504;1.64555555555556;149.009;75.88
72;72;38.3399926;-0.4926396;38.3399926;-0.4926396;1;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;0;0;0;0;0
72;86;38.3399926;-0.4926396;38.2811434;-0.7054019;1;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;Partida Carrus, 1006, 03206, Alicante, Spain;24658;1422;0.511666666666667;24.658;19.26
72;92;38.3399926;-0.4926396;38.2381871;-1.4199821;1;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;110118;4327;1.31861111111111;110.118;58.94
72;97;38.3399926;-0.4926396;39.0025916;-1.8659428;1;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;Calle Granada, 68, 02005 Albacete, Spain;171613;6343;1.87861111111111;171.613;86.92
72;99;38.3399926;-0.4926396;38.5094087;-1.691513;1;Carrer Italia, 30, 03003 Alacant, Alicante, Spain;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;150412;5722;1.70611111111111;150.412;77.85
86;86;38.2811434;-0.7054019;38.2811434;-0.7054019;1;Partida Carrus, 1006, 03206, Alicante, Spain;Partida Carrus, 1006, 03206, Alicante, Spain;0;0;0;0;0
86;92;38.2811434;-0.7054019;38.2381871;-1.4199821;1;Partida Carrus, 1006, 03206, Alicante, Spain;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;89002;3387;1.0575;89.002;47.41
86;97;38.2811434;-0.7054019;39.0025916;-1.8659428;1;Partida Carrus, 1006, 03206, Alicante, Spain;Calle Granada, 68, 02005 Albacete, Spain;166236;6006;1.785;166.236;83.23
86;99;38.2811434;-0.7054019;38.5094087;-1.691513;1;Partida Carrus, 1006, 03206, Alicante, Spain;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;129297;4782;1.445;129.297;66.32
92;92;38.2381871;-1.4199821;38.2381871;-1.4199821;1;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;0;0;0;0;0
92;97;38.2381871;-1.4199821;39.0025916;-1.8659428;1;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;Calle Granada, 68, 02005 Albacete, Spain;109139;4208;1.28555555555556;109.139;57.82
92;99;38.2381871;-1.4199821;38.5094087;-1.691513;1;Calle Carreterica Posete, 6, 30530 Cieza, Murcia, Spain;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;42575;2005;0.673611111111111;42.575;27.38
97;97;39.0025916;-1.8659428;39.0025916;-1.8659428;1;Calle Granada, 68, 02005 Albacete, Spain;Calle Granada, 68, 02005 Albacete, Spain;0;0;0;0;0
97;99;39.0025916;-1.8659428;38.5094087;-1.691513;1;Calle Granada, 68, 02005 Albacete, Spain;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;67002;2621;0.844722222222222;67.002;37.05
99;99;38.5094087;-1.691513;38.5094087;-1.691513;1;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;Av. Poeta Mariano Tomás, 63, 02400 Hellín, Albacete, Spain;0;0;0;0;0
